Date,Time,Animal,Count
2010-05-06,21:19,Grizzly,17
2010-05-06,16:53,Grizzly,7
2010-05-06,12:13,Elk,7
2010-05-07,6:12,Owl,20
2010-05-08,23:19,Owl,31
2010-05-09,8:30,Elk,16
2010-05-09,13:50,Grizzly,30
2010-05-10,13:01,Elk,41
2010-05-10,19:58,Wolf,32
2010-05-11,19:05,Muskox,38
2010-05-11,16:28,Grizzly,13
2010-05-11,21:50,Muskox,16
2010-05-11,23:40,Owl,35
2010-05-12,0:33,Ptarmigan,14
2010-05-12,6:07,Grizzly,30
2010-05-12,6:52,Moose,16
2010-05-12,7:35,Moose,38
2010-05-12,22:12,Ptarmigan,15
2010-05-13,8:01,Muskox,6
2010-05-14,1:54,Elk,15
2010-05-15,18:48,Wolverine,11
2010-05-16,4:50,Fox,25
2010-05-17,15:39,Moose,24
2010-05-18,9:39,Elk,21
2010-05-19,10:24,Muskox,23
2010-05-20,20:05,Elk,29
2010-05-20,21:46,Fox,1
2010-05-21,16:55,Wolverine,12
2010-05-22,21:57,Muskox,22
2010-05-23,16:09,Moose,39
2010-05-23,23:48,Wolverine,11
2010-05-24,5:24,Wolverine,29
2010-05-24,17:48,Moose,29
2010-05-25,15:11,Wolverine,11
2010-05-26,7:57,Wolf,29
2010-05-26,0:59,Wolf,4
2010-05-27,13:00,Grizzly,17
2010-05-27,7:05,Grizzly,4
2010-05-27,22:02,Fox,32
2010-05-27,19:30,Fox,15
2010-05-28,17:56,Grizzly,40
2010-05-29,15:41,Elk,39
2010-05-29,1:38,Grizzly,24
2010-05-29,4:20,Elk,42
2010-05-29,14:39,Wolverine,9
2010-05-29,2:45,Muskox,14
2010-05-29,4:01,Owl,24
2010-05-30,18:38,Wolverine,10
2010-05-31,4:04,Grizzly,36
2010-05-31,0:15,Moose,29
2010-05-31,23:37,Fox,15
2010-05-31,22:28,Grizzly,15
2010-05-31,13:08,Ptarmigan,22
2010-06-01,8:04,Wolverine,3
2010-06-02,1:48,Moose,25
2010-06-03,11:13,Wolf,30
2010-06-04,22:44,Wolverine,25
2010-06-05,20:36,Ptarmigan,5
2010-06-05,12:32,Wolf,18
2010-06-05,23:16,Moose,9
2010-06-05,22:38,Owl,30
2010-06-06,12:14,Muskox,9
2010-06-06,17:14,Fox,16
2010-06-07,21:05,Muskox,23
2010-06-08,2:01,Owl,38
2010-06-09,2:48,Wolverine,32
2010-06-09,20:18,Moose,37
2010-06-09,11:26,Ptarmigan,1
2010-06-10,5:41,Ptarmigan,14
2010-06-10,4:01,Moose,5
2010-06-11,15:41,Wolf,13
2010-06-11,17:49,Ptarmigan,25
2010-06-11,0:06,Moose,31
2010-06-11,21:40,Owl,23
2010-06-12,7:42,Muskox,19
2010-06-12,16:42,Elk,33
2010-06-12,14:59,Moose,23
2010-06-12,2:37,Moose,8
2010-06-12,3:31,Grizzly,33
2010-06-12,11:24,Fox,10
2010-06-13,20:50,Fox,10
2010-06-14,4:24,Fox,41
2010-06-14,19:58,Wolf,6
2010-06-14,20:54,Owl,25
2010-06-14,20:28,Moose,9
2010-06-15,2:18,Elk,28
2010-06-15,4:18,Grizzly,13
2010-06-15,17:19,Wolverine,17
2010-06-16,22:55,Muskox,29
2010-06-16,6:22,Fox,26
2010-06-17,14:19,Wolverine,39
2010-06-17,11:27,Grizzly,20
2010-06-17,0:16,Moose,40
2010-06-18,1:37,Moose,14
2010-06-19,7:35,Elk,42
2010-06-19,1:19,Fox,19
2010-06-19,6:31,Owl,23
2010-06-20,22:49,Ptarmigan,37
2010-06-20,4:40,Wolverine,21
2010-06-20,18:30,Wolf,20
2010-06-21,9:50,Owl,33
2010-06-21,16:49,Grizzly,23
2010-06-21,10:32,Wolverine,8
2010-06-22,13:44,Ptarmigan,11
2010-06-22,15:23,Grizzly,5
2010-06-23,0:52,Wolverine,1
2010-06-24,6:08,Fox,6
2010-06-25,20:14,Moose,40
2010-06-25,8:46,Owl,25
2010-06-26,15:42,Fox,22
2010-06-26,11:08,Elk,18
2010-06-27,12:55,Moose,22
2010-06-28,9:51,Owl,27
2010-06-29,5:24,Wolverine,27
2010-06-29,17:18,Wolverine,9
2010-06-30,16:00,Owl,24
2010-07-01,19:52,Muskox,8
2010-07-02,8:05,Moose,34
2010-07-02,7:00,Wolverine,21
2010-07-02,7:06,Wolverine,22
2010-07-02,4:58,Ptarmigan,38
2010-07-03,14:46,Muskox,2
2010-07-04,4:53,Wolverine,42
2010-07-05,18:21,Elk,39
2010-07-06,18:51,Muskox,12
2010-07-06,22:09,Wolverine,31
2010-07-07,2:46,Grizzly,24
2010-07-07,1:07,Elk,12
2010-07-07,20:30,Owl,38
2010-07-07,17:14,Owl,37
2010-07-08,21:24,Wolverine,24
2010-07-08,20:27,Moose,11
2010-07-09,8:18,Elk,31
2010-07-10,15:14,Owl,14
2010-07-11,12:56,Ptarmigan,18
2010-07-12,14:35,Grizzly,19
2010-07-13,19:01,Owl,7
2010-07-13,6:28,Wolf,1
2010-07-13,10:36,Fox,36
2010-07-13,8:15,Moose,8
2010-07-13,8:36,Grizzly,30
2010-07-14,23:21,Ptarmigan,26
2010-07-14,11:01,Grizzly,8
2010-07-14,19:53,Muskox,33
2010-07-14,22:13,Wolverine,16
2010-07-15,7:16,Wolf,10
2010-07-16,12:15,Wolf,14
2010-07-17,15:24,Fox,34
2010-07-17,10:49,Fox,24
2010-07-18,11:33,Fox,24
2010-07-19,7:42,Grizzly,40
2010-07-20,17:10,Owl,29
2010-07-21,11:02,Wolf,10
2010-07-21,9:26,Owl,8
2010-07-21,10:33,Muskox,23
2010-07-21,13:22,Wolverine,40
2010-07-21,1:07,Moose,34
2010-07-21,10:17,Wolf,5
2010-07-22,8:20,Fox,25
2010-07-22,16:59,Wolverine,33
2010-07-22,11:34,Owl,27
2010-07-23,3:17,Moose,2
2010-07-23,1:04,Elk,18
2010-07-23,19:38,Wolf,10
2010-07-24,14:06,Wolf,37
2010-07-24,5:45,Ptarmigan,21
2010-07-24,6:28,Wolverine,40
2010-07-25,14:48,Moose,9
2010-07-25,14:18,Moose,37
2010-07-26,23:07,Elk,16
2010-07-26,23:18,Ptarmigan,7
2010-07-26,11:26,Owl,39
2010-07-26,22:10,Muskox,18
2010-07-26,1:21,Wolverine,2
2010-07-27,22:24,Grizzly,16
2010-07-28,12:10,Ptarmigan,33
2010-07-29,8:57,Grizzly,7
2010-07-30,5:57,Moose,10
2010-07-31,2:06,Wolverine,40
2010-07-31,4:55,Grizzly,16
2010-07-31,20:43,Owl,2
2010-08-01,19:39,Ptarmigan,32
2010-08-01,9:37,Wolverine,6
2010-08-01,15:40,Grizzly,25
2010-08-02,0:43,Elk,34
2010-08-02,16:31,Moose,9
2010-08-03,8:41,Muskox,22
2010-08-03,22:31,Fox,2
2010-08-03,7:15,Moose,37
2010-08-03,2:42,Elk,25
2010-08-03,15:50,Grizzly,8
2010-08-04,6:15,Fox,5
2010-08-04,6:16,Fox,28
2010-08-04,2:38,Ptarmigan,22
2010-08-04,2:07,Elk,1
2010-08-04,18:49,Owl,36
2010-08-04,1:48,Fox,1
2010-08-04,20:44,Wolf,18
2010-08-04,0:40,Owl,13
2010-08-05,17:39,Ptarmigan,36
2010-08-05,8:19,Muskox,33
2010-08-06,4:21,Fox,38
2010-08-07,4:22,Elk,30
2010-08-07,1:25,Owl,35
2010-08-08,20:04,Owl,2
2010-08-08,10:46,Fox,34
2010-08-09,9:25,Grizzly,31
2010-08-10,7:10,Ptarmigan,32
2010-08-10,20:11,Wolverine,9
2010-08-10,10:14,Muskox,28
2010-08-11,4:12,Grizzly,38
2010-08-11,7:36,Owl,19
2010-08-12,14:50,Moose,42
2010-08-12,10:42,Elk,20
2010-08-12,15:40,Fox,25
2010-08-13,14:33,Elk,24
2010-08-14,3:41,Fox,9
2010-08-14,7:45,Muskox,23
2010-08-15,2:53,Grizzly,35
2010-08-15,1:06,Elk,30
2010-08-16,16:17,Elk,19
2010-08-17,12:22,Owl,4
2010-08-18,1:17,Grizzly,14
2010-08-18,0:19,Grizzly,26
2010-08-18,18:33,Muskox,27
2010-08-19,5:57,Wolverine,36
2010-08-19,22:38,Wolverine,11
2010-08-20,18:57,Owl,27
2010-08-20,4:44,Muskox,35
2010-08-20,11:35,Moose,20
2010-08-20,1:44,Muskox,15
2010-08-20,6:52,Ptarmigan,9
2010-08-20,13:59,Ptarmigan,34
2010-08-21,9:55,Muskox,38
2010-08-21,23:03,Wolf,29
2010-08-21,11:55,Elk,5
2010-08-22,9:39,Wolverine,11
2010-08-23,12:26,Moose,11
2010-08-24,3:48,Elk,23
2010-08-25,19:44,Elk,3
2010-08-25,14:58,Wolverine,32
2010-08-26,6:15,Wolverine,15
2010-08-26,7:45,Grizzly,41
2010-08-26,11:25,Ptarmigan,37
2010-08-27,14:16,Moose,35
2010-08-28,9:08,Elk,41
2010-08-29,17:07,Ptarmigan,5
2010-08-29,22:33,Elk,24
2010-08-29,8:53,Muskox,13
2010-08-29,13:39,Ptarmigan,34
2010-08-29,7:46,Wolverine,14
2010-08-29,11:06,Wolf,42
2010-08-30,13:27,Wolverine,26
2010-08-31,15:54,Muskox,15
2010-09-01,5:51,Wolverine,5
2010-09-01,23:01,Muskox,10
2010-09-02,6:30,Fox,2
2010-09-03,18:58,Grizzly,1
2010-09-04,7:19,Grizzly,33
2010-09-05,1:43,Owl,5
2010-09-05,18:16,Wolverine,39
2010-09-05,3:21,Moose,31
2010-09-05,22:26,Owl,38
2010-09-06,9:28,Grizzly,9
2010-09-06,10:51,Wolverine,9
2010-09-07,20:38,Moose,21
2010-09-07,0:01,Muskox,26
2010-09-07,10:38,Wolverine,29
2010-09-08,16:56,Ptarmigan,35
2010-09-09,4:09,Fox,22
2010-09-09,23:16,Grizzly,14
2010-09-10,4:56,Wolverine,25
2010-09-11,3:29,Ptarmigan,13
2010-09-12,10:20,Grizzly,18
2010-09-12,0:44,Muskox,12
2010-09-13,1:55,Fox,17
2010-09-14,15:29,Owl,32
2010-09-15,2:28,Wolverine,13
2010-09-15,12:06,Grizzly,12
2010-09-15,22:10,Owl,34
2010-09-15,7:18,Wolverine,17
2010-09-15,8:59,Wolverine,5
2010-09-16,4:44,Wolf,15
2010-09-17,0:48,Elk,2
2010-09-17,17:50,Owl,13
2010-09-17,14:37,Wolverine,30
2010-09-17,4:31,Elk,11
2010-09-17,17:19,Muskox,1
2010-09-17,8:58,Fox,28
2010-09-17,10:28,Ptarmigan,40
2010-09-17,17:48,Owl,4
2010-09-17,22:39,Fox,15
2010-09-18,6:17,Elk,19
2010-09-19,8:46,Wolf,25
2010-09-19,20:22,Wolverine,16
2010-09-20,15:23,Fox,8
2010-09-21,23:50,Grizzly,15
2010-09-22,7:46,Ptarmigan,29
2010-09-22,7:58,Muskox,27
2010-09-22,8:36,Wolverine,14
2010-09-22,8:07,Grizzly,26
2010-09-22,18:19,Owl,11
2010-09-23,9:02,Ptarmigan,24
2010-09-23,4:32,Fox,14
2010-09-24,14:20,Ptarmigan,2
2010-09-25,15:13,Moose,13
2010-09-25,12:14,Muskox,41
2010-09-26,3:03,Wolverine,31
2010-09-27,17:20,Elk,6
2010-09-28,6:32,Owl,18
2010-09-29,14:32,Fox,8
2010-09-30,17:50,Grizzly,11
2010-09-30,7:41,Wolverine,26
2010-09-30,9:18,Moose,32
2010-10-01,22:30,Owl,42
2010-10-02,14:55,Grizzly,15
2010-10-03,15:28,Fox,11
2010-10-03,19:02,Moose,26
2010-10-04,18:51,Grizzly,22
2010-10-04,12:23,Moose,22
2010-10-05,16:50,Elk,27
2010-10-05,14:30,Ptarmigan,34
2010-10-05,23:17,Owl,4
2010-10-06,11:39,Owl,29
2010-10-07,23:37,Owl,14
2010-10-08,14:03,Ptarmigan,17
2010-10-08,10:44,Grizzly,32
2010-10-08,15:08,Wolf,2
2010-10-08,21:57,Moose,38
2010-10-08,15:48,Owl,24
2010-10-09,3:04,Fox,15
2010-10-09,3:29,Wolf,27
2010-10-09,4:24,Wolverine,12
2010-10-10,6:14,Fox,31
2010-10-10,13:17,Wolverine,33
2010-10-11,23:41,Ptarmigan,21
2010-10-12,3:34,Elk,20
2010-10-13,1:10,Moose,13
2010-10-14,23:54,Owl,33
2010-10-14,3:22,Muskox,30
2010-10-14,17:13,Moose,33
2010-10-14,16:33,Grizzly,12
2010-10-14,17:26,Owl,10
2010-10-14,5:01,Fox,23
2010-10-15,23:31,Grizzly,39
2010-10-16,5:47,Grizzly,9
2010-10-17,0:09,Elk,22
2010-10-17,2:54,Wolf,29
2010-10-17,2:09,Owl,25
2010-10-18,12:51,Wolverine,9
2010-10-19,7:29,Muskox,27
2010-10-19,13:36,Ptarmigan,42
2010-10-20,0:19,Elk,22
2010-10-21,3:43,Elk,33
2010-10-21,17:21,Elk,27
2010-10-21,18:30,Moose,9
2010-10-21,15:35,Fox,8
2010-10-21,9:28,Wolverine,16
2010-10-22,6:47,Fox,14
2010-10-22,14:18,Wolf,9
2010-10-23,0:55,Grizzly,25
2010-10-23,21:41,Wolf,1
2010-10-23,18:48,Owl,30
2010-10-24,22:00,Elk,6
2010-10-24,13:22,Grizzly,35
2010-10-24,9:30,Elk,13
2010-10-25,22:08,Grizzly,35
2010-10-25,14:35,Owl,32
2010-10-26,20:45,Moose,21
2010-10-27,21:02,Fox,25
2010-10-28,7:51,Fox,18
2010-10-28,7:53,Wolverine,16
2010-10-28,15:18,Wolf,16
2010-10-29,20:49,Fox,9
2010-10-29,0:03,Owl,20
2010-10-30,5:33,Wolf,36
2010-10-30,13:00,Wolf,42
2010-10-31,20:08,Moose,42
2010-11-01,16:22,Fox,4
2010-11-01,11:58,Elk,17
2010-11-02,4:51,Wolverine,28
2010-11-03,11:57,Owl,37
2010-11-03,15:00,Grizzly,36
2010-11-03,20:17,Grizzly,12
2010-11-03,4:22,Moose,28
2010-11-03,4:56,Fox,19
2010-11-03,19:27,Grizzly,21
2010-11-04,9:47,Muskox,11
2010-11-04,9:45,Elk,34
2010-11-05,5:06,Muskox,36
2010-11-05,3:06,Elk,40
2010-11-06,14:09,Wolverine,12
2010-11-06,10:58,Wolf,18
2010-11-06,20:57,Owl,31
2010-11-07,22:02,Grizzly,26
2010-11-07,7:45,Owl,16
2010-11-07,3:48,Ptarmigan,19
2010-11-07,6:13,Elk,26
2010-11-08,4:04,Muskox,19
2010-11-08,13:34,Owl,13
2010-11-08,7:06,Moose,24
2010-11-09,12:34,Wolf,42
2010-11-10,9:05,Wolverine,22
2010-11-11,2:26,Elk,15
2010-11-11,19:26,Moose,4
2010-11-11,4:26,Ptarmigan,22
2010-11-11,21:00,Elk,42
2010-11-11,17:08,Fox,8
2010-11-11,13:21,Fox,25
2010-11-11,16:43,Grizzly,11
2010-11-11,0:24,Wolf,9
2010-11-11,8:03,Fox,32
2010-11-11,11:34,Elk,1
2010-11-11,5:07,Moose,16
2010-11-11,19:26,Wolf,37
2010-11-11,23:38,Muskox,4
2010-11-11,21:47,Elk,31
2010-11-12,9:30,Fox,29
2010-11-13,13:33,Wolverine,18
2010-11-13,21:25,Muskox,9
2010-11-13,4:49,Muskox,15
2010-11-14,7:56,Wolverine,12
2010-11-14,6:20,Muskox,16
2010-11-14,2:04,Moose,42
2010-11-15,9:46,Wolf,33
2010-11-15,20:20,Wolf,11
2010-11-16,23:13,Fox,35
2010-11-17,20:42,Wolverine,26
2010-11-18,0:50,Fox,26
2010-11-19,12:36,Wolf,19
2010-11-19,15:44,Elk,18
2010-11-19,19:22,Ptarmigan,4
2010-11-20,1:05,Ptarmigan,4
2010-11-20,5:22,Wolf,27
2010-11-21,3:14,Wolf,23
2010-11-21,6:57,Wolverine,19
2010-11-21,11:20,Ptarmigan,8
2010-11-21,20:38,Moose,22
2010-11-21,23:00,Moose,28
2010-11-22,15:49,Ptarmigan,24
2010-11-22,1:44,Muskox,25
2010-11-22,5:42,Moose,21
2010-11-23,13:14,Elk,5
2010-11-23,4:58,Owl,37
2010-11-24,16:48,Ptarmigan,40
2010-11-25,16:15,Wolverine,12
2010-11-26,14:31,Moose,16
2010-11-27,22:39,Moose,7
2010-11-28,1:28,Wolverine,20
2010-11-29,15:46,Grizzly,24
2010-11-30,7:18,Wolf,34
2010-11-30,8:46,Owl,4
2010-12-01,13:43,Wolf,12
2010-12-02,11:26,Grizzly,11
2010-12-02,3:45,Wolverine,37
2010-12-03,21:29,Muskox,10
2010-12-04,21:20,Wolverine,20
2010-12-05,23:58,Muskox,18
2010-12-06,23:14,Fox,18
2010-12-06,0:46,Ptarmigan,12
2010-12-06,6:42,Grizzly,37
2010-12-06,20:31,Grizzly,14
2010-12-06,17:54,Wolverine,5
2010-12-06,3:08,Elk,10
2010-12-07,20:15,Owl,36
2010-12-07,23:36,Grizzly,38
2010-12-07,4:14,Moose,11
2010-12-07,15:00,Fox,14
2010-12-08,23:37,Fox,30
2010-12-08,18:13,Fox,39
2010-12-09,5:26,Ptarmigan,42
2010-12-10,20:48,Wolverine,8
2010-12-10,22:21,Owl,4
2010-12-10,4:46,Owl,26
2010-12-11,18:06,Ptarmigan,5
2010-12-12,16:06,Moose,37
2010-12-12,1:17,Fox,20
2010-12-13,5:33,Muskox,33
2010-12-14,16:15,Fox,7
2010-12-15,4:36,Moose,4
2010-12-15,20:57,Moose,8
2010-12-16,18:28,Muskox,39
2010-12-16,10:44,Fox,26
2010-12-16,21:44,Elk,16
2010-12-17,13:23,Ptarmigan,26
2010-12-17,17:36,Muskox,37
2010-12-18,14:20,Ptarmigan,28
2010-12-19,6:34,Ptarmigan,30
2010-12-19,0:03,Wolverine,40
2010-12-19,10:56,Fox,30
2010-12-19,1:55,Fox,12
2010-12-20,21:51,Wolf,42
2010-12-20,12:23,Moose,6
2010-12-20,18:03,Wolf,15
2010-12-20,23:56,Wolverine,24
2010-12-20,23:22,Grizzly,28
2010-12-20,0:56,Moose,40
2010-12-20,5:42,Ptarmigan,1
2010-12-20,5:18,Muskox,3
2010-12-21,6:08,Owl,37
2010-12-22,8:59,Fox,7
2010-12-22,5:54,Fox,15
2010-12-23,1:37,Owl,10
2010-12-23,14:25,Fox,31
2010-12-23,15:20,Fox,4
2010-12-23,0:37,Moose,8
2010-12-23,15:56,Ptarmigan,25
2010-12-23,8:33,Wolverine,29
2010-12-24,21:58,Muskox,38
2010-12-25,11:06,Wolverine,32
2010-12-25,1:59,Owl,28
2010-12-25,15:55,Fox,32
2010-12-25,11:06,Muskox,39
2010-12-25,3:15,Wolf,18
2010-12-25,14:02,Wolverine,20
2010-12-26,2:57,Wolf,38
2010-12-27,1:10,Owl,25
2010-12-27,14:09,Owl,36
2010-12-27,1:24,Fox,6
2010-12-28,17:11,Ptarmigan,3
2010-12-29,4:51,Moose,6
2010-12-30,19:28,Fox,22
2010-12-31,7:38,Wolf,5
2011-01-01,18:39,Fox,15
2011-01-02,0:49,Wolverine,25
2011-01-02,16:54,Wolf,20
2011-01-02,2:04,Grizzly,9
2011-01-03,10:01,Muskox,3
2011-01-03,18:06,Muskox,11
2011-01-03,2:01,Ptarmigan,26
2011-01-03,13:19,Fox,16
2011-01-03,19:58,Fox,1
2011-01-03,7:51,Elk,23
2011-01-04,18:55,Elk,13
2011-01-04,5:21,Moose,28
2011-01-04,5:02,Wolverine,20
2011-01-05,6:01,Moose,20
2011-01-06,12:14,Wolf,2
2011-01-06,13:02,Grizzly,12
2011-01-07,16:40,Muskox,35
2011-01-08,20:31,Moose,17
2011-01-08,3:36,Ptarmigan,24
2011-01-09,20:45,Ptarmigan,42
2011-01-09,16:17,Fox,40
2011-01-10,8:47,Owl,10
2011-01-11,11:00,Owl,39
2011-01-12,0:03,Wolf,13
2011-01-13,11:07,Moose,21
2011-01-13,6:50,Elk,42
2011-01-13,17:41,Wolf,5
2011-01-14,23:19,Ptarmigan,20
2011-01-15,12:51,Ptarmigan,9
2011-01-15,5:28,Moose,18
2011-01-16,22:37,Muskox,16
2011-01-17,17:13,Elk,8
2011-01-18,19:00,Grizzly,10
2011-01-19,1:29,Fox,3
2011-01-19,2:16,Wolf,36
2011-01-20,23:06,Grizzly,36
2011-01-20,12:54,Fox,27
2011-01-20,0:04,Elk,30
2011-01-20,4:23,Wolverine,10
2011-01-21,20:25,Ptarmigan,26
2011-01-21,2:39,Fox,14
2011-01-21,1:28,Muskox,35
2011-01-22,2:23,Wolverine,2
2011-01-22,6:36,Elk,32
2011-01-22,11:06,Muskox,16
2011-01-22,18:31,Moose,9
2011-01-22,21:09,Owl,23
2011-01-22,18:27,Ptarmigan,25
2011-01-22,3:11,Wolf,17
2011-01-22,5:42,Muskox,40
2011-01-22,15:05,Ptarmigan,9
2011-01-23,2:33,Owl,5
2011-01-24,13:39,Wolverine,24
2011-01-25,0:29,Wolf,40
2011-01-25,18:35,Moose,19
2011-01-25,5:39,Elk,23
2011-01-25,6:55,Fox,26
2011-01-25,4:35,Ptarmigan,41
2011-01-25,11:28,Muskox,9
2011-01-26,17:34,Muskox,35
2011-01-27,9:49,Moose,23
2011-01-27,19:32,Wolverine,21
2011-01-27,2:13,Wolverine,41
2011-01-28,8:51,Muskox,34
2011-01-29,21:29,Grizzly,16
2011-01-29,16:49,Wolf,38
2011-01-30,1:11,Grizzly,24
2011-01-30,7:32,Grizzly,41
2011-01-30,12:57,Fox,7
2011-01-30,10:32,Wolf,37
2011-01-30,13:32,Wolf,30
2011-01-30,16:02,Wolverine,29
2011-01-31,23:46,Elk,36
2011-02-01,6:17,Elk,3
2011-02-01,10:37,Fox,26
2011-02-01,22:09,Ptarmigan,37
2011-02-02,9:03,Wolverine,22
2011-02-03,19:59,Fox,7
2011-02-03,23:40,Wolverine,39
2011-02-04,7:20,Grizzly,30
2011-02-05,18:43,Moose,32
2011-02-06,23:47,Ptarmigan,11
2011-02-06,7:46,Grizzly,11
2011-02-06,9:56,Fox,35
2011-02-07,3:18,Ptarmigan,39
2011-02-07,12:59,Fox,21
2011-02-08,22:38,Wolverine,30
2011-02-09,17:27,Wolf,1
2011-02-09,5:59,Wolverine,12
2011-02-10,5:08,Ptarmigan,25
2011-02-11,1:47,Grizzly,39
2011-02-12,0:00,Elk,18
2011-02-12,16:25,Grizzly,6
2011-02-13,9:11,Ptarmigan,42
2011-02-14,20:59,Ptarmigan,8
2011-02-15,17:37,Muskox,12
2011-02-15,21:43,Moose,18
2011-02-15,13:13,Wolverine,42
2011-02-15,0:48,Muskox,40
2011-02-15,19:45,Ptarmigan,18
2011-02-16,8:44,Ptarmigan,24
2011-02-17,23:30,Ptarmigan,10
2011-02-18,14:46,Grizzly,28
2011-02-18,1:05,Grizzly,29
2011-02-18,20:29,Elk,30
2011-02-19,2:01,Wolverine,30
2011-02-19,8:30,Owl,33
2011-02-19,3:31,Muskox,12
2011-02-19,4:05,Muskox,32
2011-02-19,0:01,Muskox,10
2011-02-19,3:56,Ptarmigan,8
2011-02-19,3:36,Wolf,21
2011-02-19,18:20,Wolverine,2
2011-02-20,21:45,Ptarmigan,13
2011-02-21,5:48,Elk,12
2011-02-22,1:36,Wolverine,23
2011-02-23,16:48,Elk,16
2011-02-23,7:52,Wolverine,22
2011-02-23,11:56,Owl,40
2011-02-24,10:46,Moose,23
2011-02-24,8:25,Wolverine,23
2011-02-25,8:06,Ptarmigan,21
2011-02-26,23:42,Wolf,10
2011-02-26,19:20,Muskox,3
2011-02-26,2:51,Wolverine,18
2011-02-27,13:39,Ptarmigan,31
2011-02-28,7:52,Moose,18
2011-03-01,14:43,Ptarmigan,15
2011-03-01,15:00,Wolf,42
2011-03-02,16:50,Owl,4
2011-03-03,4:48,Grizzly,18
2011-03-04,23:59,Moose,7
2011-03-05,7:13,Moose,7
2011-03-05,9:00,Elk,37
2011-03-06,19:16,Wolverine,6
2011-03-06,8:24,Wolverine,23
2011-03-07,22:31,Owl,10
2011-03-08,15:26,Moose,32
2011-03-09,2:20,Ptarmigan,26
2011-03-09,12:06,Ptarmigan,19
2011-03-10,8:33,Elk,3
2011-03-10,4:00,Wolf,8
2011-03-11,6:18,Wolf,2
2011-03-12,14:02,Wolf,22
2011-03-12,19:24,Fox,11
2011-03-13,1:26,Grizzly,26
2011-03-14,3:25,Moose,26
2011-03-14,0:24,Muskox,30
2011-03-15,11:07,Ptarmigan,13
2011-03-15,19:57,Wolf,39
2011-03-15,15:50,Moose,31
2011-03-15,18:43,Moose,41
2011-03-15,23:24,Wolf,10
2011-03-15,23:59,Grizzly,38
2011-03-16,6:18,Elk,9
2011-03-16,21:09,Wolverine,6
2011-03-16,22:00,Wolverine,27
2011-03-17,20:45,Muskox,34
2011-03-17,23:46,Fox,20
2011-03-18,1:38,Muskox,30
2011-03-18,11:14,Muskox,23
2011-03-18,18:35,Ptarmigan,35
2011-03-19,15:24,Moose,41
2011-03-19,1:33,Elk,17
2011-03-19,11:13,Fox,2
2011-03-20,17:30,Ptarmigan,42
2011-03-21,23:58,Fox,40
2011-03-22,13:57,Ptarmigan,25
2011-03-23,0:39,Wolf,23
2011-03-24,22:30,Wolverine,16
2011-03-25,23:47,Ptarmigan,23
2011-03-25,11:49,Fox,15
2011-03-26,13:11,Ptarmigan,40
2011-03-27,22:28,Muskox,23
2011-03-28,12:05,Owl,28
2011-03-28,19:33,Ptarmigan,33
2011-03-29,0:29,Fox,29
2011-03-29,23:02,Ptarmigan,33
2011-03-29,6:15,Wolf,41
2011-03-30,1:33,Wolf,14
2011-03-31,9:12,Wolf,2
2011-04-01,5:28,Ptarmigan,38
2011-04-01,8:01,Ptarmigan,29
2011-04-01,11:44,Wolverine,18
2011-04-02,18:43,Ptarmigan,25
2011-04-02,9:42,Muskox,18
2011-04-02,15:01,Fox,17
2011-04-03,15:04,Moose,10
2011-04-03,3:35,Moose,16
2011-04-04,5:35,Ptarmigan,40
2011-04-04,12:47,Fox,3
2011-04-04,7:16,Muskox,32
2011-04-05,14:29,Fox,22
2011-04-06,1:39,Elk,42
2011-04-07,22:58,Muskox,23
2011-04-07,7:37,Fox,27
2011-04-08,1:22,Owl,8
2011-04-08,1:55,Elk,30
2011-04-09,23:47,Moose,21
2011-04-09,2:05,Fox,8
2011-04-10,23:03,Owl,22
2011-04-11,1:36,Elk,29
2011-04-12,14:31,Grizzly,6
2011-04-13,22:12,Grizzly,20
2011-04-14,12:23,Fox,29
2011-04-15,23:20,Grizzly,30
2011-04-15,16:08,Muskox,35
2011-04-15,23:16,Moose,7
2011-04-15,21:18,Grizzly,29
2011-04-16,16:31,Fox,8
2011-04-17,22:11,Elk,4
2011-04-17,7:40,Wolf,22
2011-04-18,7:33,Elk,17
2011-04-19,9:54,Owl,15
2011-04-19,4:46,Muskox,19
2011-04-19,1:46,Wolverine,17
2011-04-19,22:40,Wolf,36
2011-04-20,22:13,Moose,27
2011-04-20,16:52,Owl,29
2011-04-20,22:02,Fox,29
2011-04-20,12:01,Wolf,16
2011-04-21,11:25,Moose,3
2011-04-21,8:17,Grizzly,21
2011-04-21,15:47,Ptarmigan,18
2011-04-22,18:38,Wolverine,29
2011-04-23,21:05,Moose,15
2011-04-24,3:50,Ptarmigan,20
2011-04-25,22:14,Wolverine,4
2011-04-26,3:38,Grizzly,36
2011-04-27,6:41,Fox,40
2011-04-27,20:24,Wolverine,16
2011-04-27,13:22,Grizzly,32
2011-04-28,14:25,Wolf,22
2011-04-29,4:33,Wolverine,28
2011-04-30,1:03,Fox,38
2011-04-30,4:04,Moose,8
2011-04-30,23:04,Muskox,33
2011-05-01,13:31,Moose,38
2011-05-02,19:54,Grizzly,12
2011-05-03,18:04,Muskox,1
2011-05-04,1:50,Ptarmigan,42
2011-05-05,2:08,Ptarmigan,8
2011-05-05,12:28,Wolf,41
2011-05-06,18:25,Fox,13
2011-05-06,13:02,Ptarmigan,10
2011-05-07,20:57,Elk,36
2011-05-08,8:47,Muskox,23
